Date,Adj Close,Volume,Returns
2002-07-30,57.504032135009766,95300,0.0
2002-07-31,57.681434631347656,38800,0.003085044469949061
2002-08-01,57.79499053955078,86800,0.001968673437630075
2002-08-02,57.90854644775391,83400,0.0019648053774734553
2002-08-05,58.00081253051758,93100,0.0015933068333342515
2002-08-06,57.85884475708008,58200,-0.002447685941689204
2002-08-07,57.94400405883789,127000,0.001471845871022115
2002-08-08,57.85884475708008,111800,-0.0014696827245721522
2002-08-09,57.87303161621094,50900,0.00024519776000397897
2002-08-12,57.865970611572266,52300,-0.00012200854943100747
2002-08-13,57.96540069580078,36200,0.0017182824927615137
2002-08-14,57.83758163452149,108700,-0.0022050923437945125
2002-08-15,57.787872314453125,87700,-0.0008594640139431009
2002-08-16,57.752418518066406,274500,-0.0006135162096606583
2002-08-19,57.75948715209961,36000,0.00012239546350767405
2002-08-20,57.89441680908203,51400,0.002336060509455562
2002-08-21,57.84464263916016,43100,-0.0008597404147969723
2002-08-22,57.78081130981445,47700,-0.001103495958024947
2002-08-23,57.85176086425781,60900,0.0012279085882498375
2002-08-26,57.84464263916016,49700,-0.00012304249674177647
2002-08-27,57.80208587646485,54700,-0.0007357079368747188
2002-08-28,57.84464263916016,50600,0.0007362496015501652
2002-08-29,57.90854644775391,53700,0.0011047489564830482
2002-08-30,57.92988967895508,143800,0.00036856789732109263
2002-09-03,58.067081451416016,83000,0.0023682381102614336
2002-09-04,58.045780181884766,49500,-0.00036683899033351786
2002-09-05,58.10974884033203,49000,0.0011020380507733574
2002-09-06,57.99599838256836,33700,-0.0019575107453350116
2002-09-09,57.91777038574219,65200,-0.0013488516278337137
2002-09-10,57.95330429077149,51000,0.0006135233589388278
2002-09-11,57.91777038574219,24700,-0.0006131471788221043
2002-09-12,57.9604377746582,50100,0.0007366890788758074
2002-09-13,58.00309371948242,95100,0.0007359493209844192
2002-09-16,57.98173522949219,39000,-0.0003682301860229442
2002-09-17,58.02446746826172,28800,0.00073699482432521
2002-09-18,58.01729965209961,173700,-0.0001235309253985184
2002-09-19,58.13821792602539,191100,0.0020841761793615188
2002-09-20,58.145301818847656,360800,0.00012184571655216025
2002-09-23,58.15947723388672,263600,0.0002437929565355379
2002-09-24,58.18794250488281,659400,0.0004894347808805932
2002-09-25,58.131107330322266,240400,-0.0009767517481096277
2002-09-26,58.152435302734375,81100,0.0003668943082559828
2002-09-27,58.27327728271485,136200,0.0020780209693951335
