Date,Adj Close,Volume,Returns
2000-07-17,244.0,7233,0.0
2000-07-18,241.25,6523,-0.01127049180327866
2000-07-19,245.0,7136,0.015544041450777257
2000-07-20,247.0,3792,0.008163265306122547
2000-07-21,247.25,4380,0.0010121457489877805
2000-07-24,245.5,4393,-0.00707785642062686
2000-07-25,245.5,5973,0.0
2000-07-26,244.25,3755,-0.005091649694501044
2000-07-27,245.75,5397,0.0061412487205732
2000-07-28,248.5,5698,0.011190233977619535
2000-07-31,246.0,6131,-0.010060362173038184
2000-08-01,245.0,6981,-0.004065040650406471
2000-08-02,246.5,5729,0.00612244897959191
2000-08-03,242.25,7054,-0.017241379310344862
2000-08-04,236.5,6080,-0.023735810113519107
2000-08-07,233.5,6493,-0.012684989429175508
2000-08-08,236.5,8204,0.012847965738758127
2000-08-09,235.5,7031,-0.0042283298097252064
2000-08-10,235.75,10411,0.0010615711252655036
2000-08-11,236.75,7029,0.0042417815482502785
2000-08-14,238.5,2579,0.007391763463569179
2000-08-15,240.5,3775,0.008385744234800763
2000-08-16,243.5,6007,0.012474012474012364
2000-08-17,239.5,4709,-0.01642710472279263
2000-08-18,238.5,5945,-0.0041753653444676075
2000-08-21,236.25,5510,-0.009433962264150941
2000-08-22,234.75,5745,-0.006349206349206327
2000-08-23,233.75,3472,-0.004259850905218299
2000-08-24,240.5,8565,0.02887700534759352
2000-08-25,241.5,8198,0.004158004158004047
2000-08-28,242.5,7918,0.0041407867494824835
2000-08-29,250.25,10671,0.03195876288659805
2000-08-30,246.25,9,-0.015984015984015998
2000-08-31,251.0,11,0.019289340101522834
2000-09-01,251.0,11,0.0
2000-09-05,250.25,11,-0.0029880478087649376
2000-09-06,253.0,11,0.01098901098901095
2000-09-08,249.5,11,-0.013833992094861691
2000-09-11,250.5,11,0.004008016032064132
2000-09-12,249.25,4,-0.004990019960079861
2000-09-13,245.0,4,-0.017051153460381108
2000-09-14,242.0,100,-0.01224489795918371
2000-09-15,254.5,199,0.051652892561983466
2000-09-18,252.25,112,-0.008840864440078589
2000-09-19,256.5,173,0.01684836471754214
2000-09-20,248.0,384,-0.033138401559454245
2000-09-21,247.0,101,-0.0040322580645161255
2000-09-22,247.5,278,0.002024291497975783
2000-09-25,255.0,55,0.030303030303030276
2000-09-26,254.25,122,-0.002941176470588225
2000-09-27,253.0,269,-0.004916420845624381
2000-09-28,259.75,229,0.02667984189723316
2000-09-29,258.0,843,-0.006737247353224229
2000-10-02,270.5,142,0.04844961240310086
2000-10-03,269.0,176,-0.00554528650646946
